Video Id,Video Title,Link,BERTopic Topics
50pNiKZZwUM,Americans React to STRANGEST Things Found In The Philippines! Part 2,https://www.youtube.com/watch?v=50pNiKZZwUM,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (7.69%)

Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (7.69%)

Topic 11: philippines, manila, shopping malls, (Philippines, Manila, and Shopping Malls) (7.69%)

Topic 15: christmas philippines christmas, christmas (Christmas in the Philippines) (7.69%)

Topic 20: philippines, philippine, filipinos, filipino, (The Philippines and Spanish Colonization ) (23.08%)

Topic 28: facial, mascara, makeup, wear (Facial and Makeup) (7.69%)

Topic 31: vampire, creatures philippines, witches, (Mythical Creatures of the Philippines) (7.69%)

Topic 35: philippine crocodile, species crocodile, (Philippine Crocodile) (7.69%)

Topic 50: philippine eagle, eagle philippine (The Philippine Eagle) (7.69%)

Topic 78: tasty, current video, video (Tasty Video and Food) (7.69%)

Topic 111: largest species shark, whale (Whale Sharks in Philippine Waters) (7.69%)
"
51WJrV0aKPs,I came back to the PHILIPPINES for THIS! (travel with FILIPINO Beauty Queens),https://www.youtube.com/watch?v=51WJrV0aKPs,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (20.00%)

Topic 10: beaches, beach, sand beaches, (Beaches and Walking on the Beach) (10.00%)

Topic 13: filipinos love, culture filipinos, (Filipino Culture and Love for Filipinos) (10.00%)

Topic 28: facial, mascara, makeup, wear (Facial and Makeup) (10.00%)

Topic 30: beautiful beach beautiful, beach (Beautiful Beaches) (10.00%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (10.00%)

Topic 80: playing game, game, game (Playing Games) (10.00%)

Topic 87: mayon volcano, volcano, beautiful (Mayon Volcano and Scenery) (10.00%)

Topic 113: enjoy, happy, sig sig, (Enjoyment and Excitement) (10.00%)
"
53xojRfttn8,"The Truth Behind the ""March of the Valiat""",https://www.youtube.com/watch?v=53xojRfttn8,"Topic 6: korean war, filipino soldiers, (The Korean War and Filipino Soldiers) (100.00%)
"
543Un3Rjabg,These Two Filipino Men are INSANE SINGERS! Latinos react to Tawag Ng Taghalan Duet Winners,https://www.youtube.com/watch?v=543Un3Rjabg,"Topic 0: sing song, song sing, (Singing and Songs) (42.86%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (57.14%)
"
56_MEV8ClLg,This Is Why We Travel PHILIPPINES - Cost For Foreigners 🇵🇭,https://www.youtube.com/watch?v=56_MEV8ClLg,"Topic 10: beaches, beach, sand beaches, (Beaches and Walking on the Beach) (33.33%)

Topic 40: cost living philippines, travelling (Cost of Living and Traveling in the Philippines) (16.67%)

Topic 44: cafe, restaurants, restaurant, hotel, (Cafes, Restaurants, and Hotels) (16.67%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (16.67%)

Topic 79: uptown, uptown mall, street (Uptown Mall and Streets) (16.67%)
"
57xXQjC83zA,ALFRED FROM GERMANY VERY ANGRY ???A SHOCKING  DAY / GERMANY LIVING IN THE PHILIPPINES,https://www.youtube.com/watch?v=57xXQjC83zA,"Topic 12: happy birthday happy, happy (Happy Birthday) (66.67%)

Topic 75: exgirlfriend, boyfriend, guy, grandpas, (Relationships and Family) (16.67%)

Topic 88: bureau immigration, immigration, passport, (Immigration and Passports) (16.67%)
"
5FZmGUIqDxU,Foreigner’s first time trying Filipino food🇵🇭!,https://www.youtube.com/watch?v=5FZmGUIqDxU,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (16.67%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (16.67%)

Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (16.67%)

Topic 42: sauce, sweet spaghetti, spaghetti, (Spaghetti and Sauce) (16.67%)

Topic 106: filipinos, love philippines, filipino, (Filipinos and Love for the Philippines) (16.67%)

Topic 116: lot food lot, food (Lots of Food) (16.67%)
"
5Kiy94DYJk0,Philippines Travel Update - More Foreigners Being Allowed Entry Into The Philippines,https://www.youtube.com/watch?v=5Kiy94DYJk0,"Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (25.00%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (25.00%)

Topic 43: philippine, philippines, filipinos, philippines (Safety in the Philippines) (25.00%)

Topic 81: airport, flight, arrived, traveling, (Airports and Flights) (25.00%)
"
5PS7JlDoeAM,FOREIGNER’S LIFE Ruined By A FILIPINA | He Wanted To Play She Wanted More,https://www.youtube.com/watch?v=5PS7JlDoeAM,"Topic 0: sing song, song sing, (Singing and Songs) (11.11%)

Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (11.11%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (11.11%)

Topic 19: dating filipino, filipino dating, (Filipino Dating and Women) (11.11%)

Topic 39: dating, relationship, relationships, intimacy, (Dating and Relationships) (22.22%)

Topic 43: philippine, philippines, filipinos, philippines (Safety in the Philippines) (11.11%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (11.11%)

Topic 75: exgirlfriend, boyfriend, guy, grandpas, (Relationships and Family) (11.11%)
"
5Puy1Px2YYc,WE ARE HOME in the PHILIPPINES PROVINCE 🇵🇭 | Christmas House Design | Foreigner Filipina Family VLOG,https://www.youtube.com/watch?v=5Puy1Px2YYc,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (20.00%)

Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (20.00%)

Topic 15: christmas philippines christmas, christmas (Christmas in the Philippines) (20.00%)

Topic 21: eat eat eat, hungry (Eating, Hunger, and Food) (20.00%)

Topic 81: airport, flight, arrived, traveling, (Airports and Flights) (20.00%)
"
5QZTR7ZdeRQ,FIBA World Cup Adventure | Foreigner Impressions of the Philippines,https://www.youtube.com/watch?v=5QZTR7ZdeRQ,"Topic 0: sing song, song sing, (Singing and Songs) (16.67%)

Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (16.67%)

Topic 8: food philippines, food filipino, (Filipino Food) (16.67%)

Topic 22: wah wah wah, wah (Exclamations and Interjections) (16.67%)

Topic 76: filipinos, filipino, philippines philippines, (Filipinos and the Philippines) (33.33%)
"
5bnWQLbGuKc,Americans React to Best Lechon in Cebu | Philippines Food Reaction! (Best Ever Food Review Show),https://www.youtube.com/watch?v=5bnWQLbGuKc,"Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (12.50%)

Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (37.50%)

Topic 14: food philippines, food filipino, (Filipino Food and Eating) (12.50%)

Topic 41: filipino food, yummy, food, (Yummy Filipino Food) (12.50%)

Topic 116: lot food lot, food (Lots of Food) (25.00%)
"
5d7EYahP4Bg,That's What Friends Are For - Limuel Llanes and Friends (Philippine Karaoke) REACTION!!!,https://www.youtube.com/watch?v=5d7EYahP4Bg,"Topic 0: sing song, song sing, (Singing and Songs) (33.33%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (16.67%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (33.33%)

Topic 22: wah wah wah, wah (Exclamations and Interjections) (16.67%)
"
5gwTgaGCyYE,"First Time in MANILA, Philippines! British Couple REACT",https://www.youtube.com/watch?v=5gwTgaGCyYE,"Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (44.44%)

Topic 30: beautiful beach beautiful, beach (Beautiful Beaches) (11.11%)

Topic 41: filipino food, yummy, food, (Yummy Filipino Food) (11.11%)

Topic 44: cafe, restaurants, restaurant, hotel, (Cafes, Restaurants, and Hotels) (11.11%)

Topic 57: grocery, groceries, supermarket, shopping, (Groceries and Shopping) (11.11%)

Topic 82: fun, wow, town, mall, (Fun and Excitement) (11.11%)
"
5hSZGKc3VvQ,First Time listening To 🇵🇭| FLOW G - RAPSTAR (Official Music Video) [Reaction],https://www.youtube.com/watch?v=5hSZGKc3VvQ,"Topic 0: sing song, song sing, (Singing and Songs) (72.73%)

Topic 12: happy birthday happy, happy (Happy Birthday) (9.09%)

Topic 29: nihar nihar nihar, ndo (Repeated Sounds and Nonsense) (9.09%)

Topic 110: fighter, boxing, dude, kicker, (Fighting and Boxing) (9.09%)
"
5l0FJ_t4NQo,1956 High School Exchange Students in USA Debate on Prejudice! JAPANESE REACTION,https://www.youtube.com/watch?v=5l0FJ_t4NQo,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (6.67%)

Topic 18: filipino english accent, accent (Filipino English Accent) (6.67%)

Topic 19: dating filipino, filipino dating, (Filipino Dating and Women) (6.67%)

Topic 23: philippines diverse, filipinos lot (Filipino People and Diversity) (6.67%)

Topic 47: filipinos black, philippines black (Black Filipinos and Black People in the Philippines) (6.67%)

Topic 51: prejudices prejudice, prejudiced, mentioned (Prejudices) (53.33%)

Topic 55: foreigners, countries, overseas, country, (Foreigners and Countries) (6.67%)

Topic 88: bureau immigration, immigration, passport, (Immigration and Passports) (6.67%)
"
5sa6BmSG-IU,My FIRST EVER Tagalog lesson Foreigner learns TAGALOG (FILIPINO) - italki Lesson,https://www.youtube.com/watch?v=5sa6BmSG-IU,"Topic 12: happy birthday happy, happy (Happy Birthday) (7.69%)

Topic 16: tagay thai tagay, speak (Tagalog Language and Phrases) (53.85%)

Topic 18: filipino english accent, accent (Filipino English Accent) (7.69%)

Topic 29: nihar nihar nihar, ndo (Repeated Sounds and Nonsense) (15.38%)

Topic 49: speak spanish, filipino spanish, (Spanish Language and the Philippines) (15.38%)
"
5v6ZZNrPOP8,KPOP Idols Try Filipino Summer Desserts for the First Time 🇵🇭🇰🇷 | Korean Ate,https://www.youtube.com/watch?v=5v6ZZNrPOP8,"Topic 14: food philippines, food filipino, (Filipino Food and Eating) (12.50%)

Topic 17: tasty, flavor, flavors, delicious, (Taste and Flavor) (12.50%)

Topic 18: filipino english accent, accent (Filipino English Accent) (12.50%)

Topic 33: spicy spicy spicy, spicy (Spicy Food) (12.50%)

Topic 64: filipino ice cream, filipino (Filipino Ice Cream) (12.50%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (12.50%)

Topic 95: filipino coffee, filipino, kananga, (Filipino Coffee) (12.50%)

Topic 108: lot rice, cook rice, (Rice and Cooking Rice) (12.50%)
"
5xiTu6aUkQE,MY FAMILY TRIES FILIPINO ALCOHOL,https://www.youtube.com/watch?v=5xiTu6aUkQE,"Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (16.67%)

Topic 8: food philippines, food filipino, (Filipino Food) (16.67%)

Topic 15: christmas philippines christmas, christmas (Christmas in the Philippines) (16.67%)

Topic 73: mahirap santa claus, mahirap (Santa Claus and Blessings) (16.67%)

Topic 80: playing game, game, game (Playing Games) (16.67%)

Topic 105: die die die, die (Beach Fun and Nonsense) (16.67%)
"
5xjSpw04q8k,Foreigners React Filipinos Are The Best Singers!,https://www.youtube.com/watch?v=5xjSpw04q8k,"Topic 0: sing song, song sing, (Singing and Songs) (62.50%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (12.50%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (25.00%)
"
6-el4iKqCKc,FILIPINO GENEROSITY & KINDNESS CAUGHT ON CAMERA | Foreigngerms | EMOTIONAL REACTION​,https://www.youtube.com/watch?v=6-el4iKqCKc,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (22.22%)

Topic 13: filipinos love, culture filipinos, (Filipino Culture and Love for Filipinos) (11.11%)

Topic 22: wah wah wah, wah (Exclamations and Interjections) (11.11%)

Topic 39: dating, relationship, relationships, intimacy, (Dating and Relationships) (11.11%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (11.11%)

Topic 73: mahirap santa claus, mahirap (Santa Claus and Blessings) (11.11%)

Topic 96: visit philippines, living philippines, (Visiting and Living in the Philippines) (11.11%)

Topic 115: strong beer, japanese beer, (Beer and Alcohol) (11.11%)
"
61QLtwDaN-w,When FOREIGNERS try to speak TAGALOG (Laptrip!) feat. Jesse Davie,https://www.youtube.com/watch?v=61QLtwDaN-w,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (33.33%)

Topic 16: tagay thai tagay, speak (Tagalog Language and Phrases) (66.67%)
"
62WGyHcb8So,"Foreigners Found The BEST BEER In The Philippines, Hands Down!",https://www.youtube.com/watch?v=62WGyHcb8So,"Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (41.67%)

Topic 12: happy birthday happy, happy (Happy Birthday) (8.33%)

Topic 21: eat eat eat, hungry (Eating, Hunger, and Food) (8.33%)

Topic 41: filipino food, yummy, food, (Yummy Filipino Food) (8.33%)

Topic 44: cafe, restaurants, restaurant, hotel, (Cafes, Restaurants, and Hotels) (16.67%)

Topic 105: die die die, die (Beach Fun and Nonsense) (8.33%)

Topic 115: strong beer, japanese beer, (Beer and Alcohol) (8.33%)
"
62b4tS4lR3o,Why Filipinas Like Trike Drivers (AND NOT YOU!),https://www.youtube.com/watch?v=62b4tS4lR3o,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (20.00%)

Topic 11: philippines, manila, shopping malls, (Philippines, Manila, and Shopping Malls) (20.00%)

Topic 19: dating filipino, filipino dating, (Filipino Dating and Women) (10.00%)

Topic 22: wah wah wah, wah (Exclamations and Interjections) (10.00%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (10.00%)

Topic 79: uptown, uptown mall, street (Uptown Mall and Streets) (10.00%)

Topic 86: filipinos, filipino people, filipino (Filipino People and Culture) (10.00%)

Topic 96: visit philippines, living philippines, (Visiting and Living in the Philippines) (10.00%)
"
695yhXQFVf8,Why I love the Philippines🇵🇭 || Foreigner living in the Philippines,https://www.youtube.com/watch?v=695yhXQFVf8,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (33.33%)

Topic 43: philippine, philippines, filipinos, philippines (Safety in the Philippines) (33.33%)

Topic 55: foreigners, countries, overseas, country, (Foreigners and Countries) (33.33%)
"
6B6zQ8edsa0,The Shocking Truth About Filipino Singers You Won't Believe,https://www.youtube.com/watch?v=6B6zQ8edsa0,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (33.33%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (66.67%)
"
6BXzmImCMuc,Foreigner and Filipina Building a Home in the Philippines 🇵🇭,https://www.youtube.com/watch?v=6BXzmImCMuc,"Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (57.14%)

Topic 112: rainy season, rainy, rain, (Rainy Season) (42.86%)
"
6GKM8qPcZsE,Foreigner Filipina Building Our Home and Life Philippines Snakes sa Bamboo 23Jan23,https://www.youtube.com/watch?v=6GKM8qPcZsE,"Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (50.00%)

Topic 27: bah bah bah, bah (Farm Animals and Sounds) (12.50%)

Topic 44: cafe, restaurants, restaurant, hotel, (Cafes, Restaurants, and Hotels) (12.50%)

Topic 102: water walk, walk water, (Walking on Water) (12.50%)

Topic 113: enjoy, happy, sig sig, (Enjoyment and Excitement) (12.50%)
"
6HW45MJBOro,Exploring cebu island (foreigners travel Philippines),https://www.youtube.com/watch?v=6HW45MJBOro,"Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (9.09%)

Topic 30: beautiful beach beautiful, beach (Beautiful Beaches) (18.18%)

Topic 41: filipino food, yummy, food, (Yummy Filipino Food) (9.09%)

Topic 44: cafe, restaurants, restaurant, hotel, (Cafes, Restaurants, and Hotels) (9.09%)

Topic 79: uptown, uptown mall, street (Uptown Mall and Streets) (9.09%)

Topic 81: airport, flight, arrived, traveling, (Airports and Flights) (9.09%)

Topic 94: churches, church, buildings pretty, (Churches and Hanging Coffins) (9.09%)

Topic 102: water walk, walk water, (Walking on Water) (9.09%)

Topic 105: die die die, die (Beach Fun and Nonsense) (9.09%)

Topic 112: rainy season, rainy, rain, (Rainy Season) (9.09%)
"
6IWRv_AhplM,Only FILIPINOS will get THIS! VINEGAR and COUSINS! Foreigners REACTION!,https://www.youtube.com/watch?v=6IWRv_AhplM,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (25.00%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (25.00%)

Topic 86: filipinos, filipino people, filipino (Filipino People and Culture) (25.00%)

Topic 113: enjoy, happy, sig sig, (Enjoyment and Excitement) (25.00%)
"
6JOcVimlemk,Foreigner Speaking Tagalog & Buying From A Sari Sari Store In The Philippines,https://www.youtube.com/watch?v=6JOcVimlemk,"Topic 95: filipino coffee, filipino, kananga, (Filipino Coffee) (100.00%)
"
6M0SbOzZ36Q,"FOREIGNER FIANCE Meeting FILIPINO FAMILY (PART 1)| SAMAL ISLAND, DAVAO | Surprising Filipino Fam",https://www.youtube.com/watch?v=6M0SbOzZ36Q,"Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (11.11%)

Topic 27: bah bah bah, bah (Farm Animals and Sounds) (33.33%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (22.22%)

Topic 81: airport, flight, arrived, traveling, (Airports and Flights) (11.11%)

Topic 101: seasake, boy, cute, fun, (Cute Boy and Fun) (11.11%)

Topic 105: die die die, die (Beach Fun and Nonsense) (11.11%)
"
6PgoxhEjKS0,Latinos react to Filipino COUNTRY Singing Trio - The singing Torogis 🎙,https://www.youtube.com/watch?v=6PgoxhEjKS0,"Topic 0: sing song, song sing, (Singing and Songs) (42.86%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (14.29%)

Topic 12: happy birthday happy, happy (Happy Birthday) (14.29%)

Topic 22: wah wah wah, wah (Exclamations and Interjections) (7.14%)

Topic 27: bah bah bah, bah (Farm Animals and Sounds) (14.29%)

Topic 57: grocery, groceries, supermarket, shopping, (Groceries and Shopping) (7.14%)
"
6TiRTK7dfXw,FILIPINA Helps Foreigner Speak CEBUANO! @cebuano101,https://www.youtube.com/watch?v=6TiRTK7dfXw,"Topic 18: filipino english accent, accent (Filipino English Accent) (14.29%)

Topic 49: speak spanish, filipino spanish, (Spanish Language and the Philippines) (57.14%)

Topic 103: jay jay jay, wanna (Repeated Sounds) (14.29%)

Topic 116: lot food lot, food (Lots of Food) (14.29%)
"
6VzkSdMg1tM,First Time Trying Filipino Ice Cream Sandwich.,https://www.youtube.com/watch?v=6VzkSdMg1tM,"Topic 14: food philippines, food filipino, (Filipino Food and Eating) (12.50%)

Topic 17: tasty, flavor, flavors, delicious, (Taste and Flavor) (25.00%)

Topic 54: sugar coconut milk, sugar (Coconut Milk) (37.50%)

Topic 64: filipino ice cream, filipino (Filipino Ice Cream) (12.50%)

Topic 78: tasty, current video, video (Tasty Video and Food) (12.50%)
"
6WkACQs0IwQ,SIGNS to STOP PURSUING your Filipino Woman | Filipino-Foreigner Dating,https://www.youtube.com/watch?v=6WkACQs0IwQ,"Topic 19: dating filipino, filipino dating, (Filipino Dating and Women) (100.00%)
"
6Y1r34RBXpk,She's CRACKED! Latinos react to Filipino VIBRATO Singing Challenge,https://www.youtube.com/watch?v=6Y1r34RBXpk,"Topic 0: sing song, song sing, (Singing and Songs) (75.00%)

Topic 70: singing japanese, wow japanese, (Singing in Japanese) (12.50%)

Topic 114: comments christmas, christmas video, (Christmas Videos and Comments) (12.50%)
"
6fnKelBiaDk,5 Reasons Why Japanese SHOULDN'T Come to Philippines - She REALLY Said This? JUICY REACTION,https://www.youtube.com/watch?v=6fnKelBiaDk,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (37.50%)

Topic 8: food philippines, food filipino, (Filipino Food) (25.00%)

Topic 83: festivals philippines, festival philippines, (Philippines Festivals) (12.50%)

Topic 96: visit philippines, living philippines, (Visiting and Living in the Philippines) (12.50%)

Topic 106: filipinos, love philippines, filipino, (Filipinos and Love for the Philippines) (12.50%)
"
6h0dLQXEtTI,Foreigners on 3 Things that Made Them Decide to Live in the Philippines (Street Interview) 🇵🇭,https://www.youtube.com/watch?v=6h0dLQXEtTI,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (11.11%)

Topic 7: living philippines, live philippines, (Living in the Philippines) (88.89%)
"
6hKRN1kDQSg,CRAZY  BREAKFAST EVER FOR A FOREIGNER HUSBAND EXPAT SIMPLE LIFE PHILIPPINES,https://www.youtube.com/watch?v=6hKRN1kDQSg,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (16.67%)

Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (16.67%)

Topic 12: happy birthday happy, happy (Happy Birthday) (33.33%)

Topic 29: nihar nihar nihar, ndo (Repeated Sounds and Nonsense) (16.67%)

Topic 91: concept car, talking biodegradable (Concept Cars) (16.67%)
"
6i2tLx8-fDI,FOREIGNER reacts to HOW the PHILIPPINES Makes MONEY,https://www.youtube.com/watch?v=6i2tLx8-fDI,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (14.29%)

Topic 32: solar philippines, philippines, foreign (Solar Power in the Philippines) (42.86%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (28.57%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (14.29%)
"
6iur44FBpC4,FOREIGNERS react to FIRST FILIPINO SUPERCAR: Aurelio,https://www.youtube.com/watch?v=6iur44FBpC4,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (14.29%)

Topic 91: concept car, talking biodegradable (Concept Cars) (85.71%)
"
